cik,ticker,legal_name,issuer_type,nasdaq_listing_date,initial_matrix_due_date,initial_matrix_publication_date,initial_matrix_source,continuation_status,continuation_date,continuation_source,continuation_source_url,continuation_form_type,continuation_confidence,matched_signal,evidence_excerpt,post_vacatur_candidate_filings,reviewed_post_vacatur_filings,fetch_failed_filings
1905511,JCSE,JE Cleantech Holdings Ltd,,2022-04-22,2023-04-22,,,continued_other_narrative,2025-05-15,0001641172-25-010622,https://www.sec.gov/Archives/edgar/data/1905511/000164117225010622/form20-f.htm,20-F,0.75,\bboard diversity\b,"es, including nominees recommended by stockholders; and ● reviewing the composition of the board of directors to ensure that it is composed of members containing the appropriate skills and expertise to advise us. While we do not have a formal policy regarding board diversity, our nomination committee and board of directors will consider a broad range of factors relating to the qualifications and background of nominees, which may include diversity (not limited to race, gender or national origin). Our nomination committee’s and board of directors’ priority in selecting board members is identification of persons who will further the interests of our shareholders through their established record of professional accomplishment, the ability to contribute positively to the collaborative culture among board members, knowledge of our business, understanding of the competitive landscape and professional and personal experience and expertise relevant to our growth strategy. 89 Foreign Private Issuer Status The Nasdaq listing rules include certain accommodations in the corporate governance requirements that allow foreig",11,11,0
1635077,ACON,"Aclarion, Inc.",,2022-04-22,2023-04-22,2023-11-13,https://www.sec.gov/Archives/edgar/data/1635077/000168316823007841/aclarion_def14a.htm,continued_same_matrix,2025-05-02,0001683168-25-003069,https://www.sec.gov/Archives/edgar/data/1635077/000168316825003069/aclarion_pre14a.htm,PRE 14A,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"sted above, our board of directors considered the association of our directors with the holders of more than 5% of our common stock. There are no family relationships among any of our directors or executive officers. Director Diversity The following Board Diversity Matrix presents our board of directors’ diversity statistics in accordance with Nasdaq Rule 5606, as self-disclosed by our directors. Board Diversity Matrix (As of April 30, 2025) Board Size: Total Number of Directors 7 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 1 6 Part II: Demographic Background African American or Black Alaskan Native or Native American Asian Hispanic or Latinx Native Hawaiian or Pacific Islander White 1 6 Two or More Races or Ethnicities LGBTQ+ Did Not Disclose Demographic Background Board Committees Our board has three committees, consisting of an audit committee, a compensation committee, and a nominating and corporate governance committee. Each of the audit committee, compensation committee, and nominating and corporate governance committee operates under a charter that satisfies the applicable standards of the",10,5,0
1560293,TNON,"Tenon Medical, Inc.",,2022-04-27,2023-04-27,2023-08-04,https://www.sec.gov/Archives/edgar/data/1560293/000121390023063655/def14a0823_tenonmed.htm,continued_other_narrative,2025-06-05,0001213900-25-051295,https://www.sec.gov/Archives/edgar/data/1560293/000121390025051295/ea0244168-pre14a_tenon.htm,PRE 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","s or other related industries and such other factors as the Nominating and Corporate Governance Committee determines are relevant in light of the needs of the Board. The Nominating and Corporate Governance Committee believes that its nominees should reflect a diversity of experience, gender, race, ethnicity and age. The Board does not have a specific policy regarding director diversity. The Nominating and Corporate Governance Committee also considers such other relevant factors as it deems appropriate, including the current composition of the Board, the balance of management and independent directors, and the evaluations of other prospective nominees, if any. In connection with this evaluation, it is expected that each member of the Nominating and Corporate Governance Committee will interview the prospective nominee before the prospective nominee is presented to the full Board for consideration. After completing this evaluation and interview process, the Nominating and Corporate Governance Committee will make a recommendation to the full Board as to the person(s) who should be nominated by the Board, and the Board determines the nominee(s) after considering the recommendation and report of the Nominating and",5,5,0
1803407,OST,"Ostin Technology Group Co., Ltd.",,2022-04-27,2023-04-27,2023-02-16,0001213900-23-012263,not_continued_in_reviewed_filings,,,,,0.7,,,24,24,0
1888012,,"HilleVax, Inc.",,2022-04-29,2023-04-29,2023-04-28,0001193125-23-127221,not_continued_in_reviewed_filings,,,,,0.7,,,3,3,0
1889109,BLTE,"BELITE BIO, INC",,2022-04-29,2023-04-29,2023-03-31,0001104659-23-040145,continued_same_matrix,2025-03-17,0001410578-25-000356,https://www.sec.gov/Archives/edgar/data/1889109/000141057825000356/blte-20241231x20f.htm,20-F,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"ved as Independent Non-Executive Director of listed and private companies for over 40 cumulative years. Board Diversity The table below provides certain information regarding the diversity of our Board of Directors as of the Latest Practicable Date. Board Diversity Matrix Country of Principal Executive Offices: United States Foreign Private Issuer Yes Disclosure Prohibited under Home Country Law No Total Number of Directors 7 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 2 5 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 LGBTQ+ 0 Did Not Disclose Demographic Background 0 ​ B. Compensation For the fiscal year ended December 31, 2024, we paid an aggregate of approximately US$1.9 million in cash to our executive officers and an aggregate of US$87,000 to our independent directors. We did not pay any cash compensation to non-executive directors, and the compensation of our independent directors is comprised of cash payment and stock options. For the fiscal year ended December 31, 2024, we have not set aside or accrued any amount to provide pension, retirem",25,3,0
1809750,EDBL,Edible Garden AG Inc,,2022-05-05,2023-05-05,2023-04-26,0001477932-23-002884,not_continued_in_reviewed_filings,,,,,0.7,,,8,8,0
1835597,PEPG,PepGen Inc.,,2022-05-06,2023-05-06,2023-04-28,0000950170-23-015751,continued_same_matrix,2025-04-25,0000950170-25-058337,https://www.sec.gov/Archives/edgar/data/1835597/000095017025058337/pepg-20250424.htm,DEF 14A,0.95,Board Diversity Matrix;Did Not Disclose Gender;Did Not Disclose Demographic Background,"ding of our business and industry, conflicts of interest, and other commitments. 8 The table below provides certain highlights of the composition of our board members and nominees based on their voluntary self-identified demographic characteristics. Board Diversity Matrix (As of April 25, 2025) Board Size: 8 Directors Part I: Gender Identity Male Female Non-Binary Did Not Disclose Gender Number of directors based on gender identity 5 3 — — Part II: Demographic Background: African American or Black — — — — Alaskan Native or American Indian — — — — Asian — — — — Hispanic or Latinx — — — — Native Hawaiian or Pacific Islander — — — — White 5 3 — — Two or More Races or Ethnicities — — — — LGBTQ+ — — — — Did Not Disclose Demographic Background — — — — Nominees for Election as Class III Directors The following table and narrative information identify our nominees for Class III directors and set forth their principal occupation and business experience during the last five years and their ages as of March 31, 2025. Name Positions and Offices Held with PepGen Director Since Age Mitchell H. Finer, Ph.D. Director 2025 66 Heidi Henson Director 2",6,2,0
1828588,HNVR,"Hanover Bancorp, Inc. /MD",,2022-05-11,2023-05-11,2023-01-27,0001104659-23-007553,continued_same_matrix,2025-03-26,0001104659-25-028261,https://www.sec.gov/Archives/edgar/data/1828588/000110465925028261/tm252546-2_def14a.htm,DEF 14A,0.85,Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"which includes gender, ethnicity, education, experience and leadership qualities. 8 As part of these efforts to promote corporate social responsibility, the following graphics summarize certain demographic characteristics of the Board of Directors: Total Number of Directors: Ten (10) PART 1 – Gender Identity Female Male Non-Binary Did Not Disclose Gender Number of Directors 1 8 1 PART II: Demographic Background African American or Black Alaskan Native or Native American Asian South Asian 1 Hispanic or Latino 1 Native Hawaiian or Pacific Islander Caucasian / White 6 Two or more Races or Ethnicities 1 LGBTQ+ Did Not Disclose Demographic Background 1 [Remainder of Page Intentionally Blank] 9 Security Ownership of Management The following table sets forth information as of March 11, 2025 regarding the number of common shares beneficially owned by all directors, executive officers described and by all directors and executive officers as a group. Beneficial ownership includes shares, if any, held in the name of the spouse, minor children or other relatives of the nominee living in such person’s home, as well as shares, if any, held in th",5,3,0
1141284,ASNS,ACTELIS NETWORKS INC,,2022-05-13,2023-05-13,2023-05-13,https://ir.actelis.com/corporate-governance/board-diversity-matrix,not_continued_in_reviewed_filings,,,,,0.7,,,12,12,0
1881487,ACDC,ProFrac Holding Corp.,,2022-05-13,2023-05-13,2023-05-01,0001193125-23-130426,continued_other_narrative,2025-04-29,0001558370-25-005849,https://www.sec.gov/Archives/edgar/data/1881487/000155837025005849/acdc-20250528xdef14a.htm,DEF 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","r Board. When considering nominees, our Board may take into consideration many factors including, among other things, a candidate’s experience in corporate management, professional and academic experience relevant to the Company’s industry and strategic plan, diversity, skills, financial and other expertise, breadth of experience, knowledge about our business or industry and ability to devote adequate time and effort to responsibilities of our Board in the context of its existing composition. The brief biographical description of each director set forth in “ Proposal No. 1: Election of Directors ” below includes the primary individual experience, qualifications, attributes and skills of each of our directors that led to the conclusion that each director should serve as a member of our Board at this time. ​ 12 Table of Contents PROPOSAL NO. 1: ELECTION OF DIRECTORS Our Board currently consists of six (6) directors. All of our current directors will stand for re-election at the Annual Meeting. Our Board proposes that each of the nominees named below be elected as a director for a one-year term expiring at our 2026 Annual Meeting of Stockholders, or until such director’s successor is duly elected and qualified or until such director’s earlier death, resignation, disqualification or rem",4,4,0
1425627,SOBR,"SOBR Safe, Inc.",,2022-05-17,2023-05-17,2023-04-28,0001477932-23-002946,continued_other_narrative,2025-04-15,0001477932-25-002746,https://www.sec.gov/Archives/edgar/data/1425627/000147793225002746/sobr_10k.htm,10-K,0.75,"\b(?:director|directors|nominee|nominees|board)\b.{0,220}\bdiversity\b","diversity efforts, business ethics and compliance training, team member benefit programs and initiatives, including healthcare and other benefits, as well as our management development and succession planning practices. Management periodically reports to the Board and the Compensation Committee regarding our human capital measures and results that guide how we attract, compensate, retain and develop a workforce to enable our business strategies. Diversity, Equity and Inclusion We believe that a diverse workforce is critical to our success, and we continue to monitor and improve the application of our recruiting and hiring, retention, compensation and advancement processes for women and underrepresented populations across our workforce to enhance our inclusive and diverse culture. 8 Table of Contents Workplace Safety and Health A vital part of our business is providing our workforce with a safe, healthy and sustainable working environment. We focus on implementing changes through workforce observation and feedback channels to recognize risk and continuously improve our processes. Available Information As a public company, we are required to file our annual reports on Form 10-K, quarterly reports on Form 10-Q, current reports on Form 8-K, proxy statements on Schedule 14A and other informati",6,6,0
1849296,OKYO,OKYO Pharma Ltd,,2022-05-17,2023-05-17,,,not_continued_in_reviewed_filings,,,,,0.7,,,43,40,0
1886799,,Bright Green Corp,,2022-05-17,2023-05-17,2023-11-07,https://www.sec.gov/Archives/edgar/data/1886799/000149315223039740/formdef14a.htm,no_post_vacatur_relevant_filing,,,,,0.65,,,0,0,0
1892274,GV,Visionary Holdings Inc.,,2022-05-17,2023-05-17,2023-08-15,https://www.sec.gov/Archives/edgar/data/1892274/000168316823005816/vedu_i20f-033123.htm,continued_same_matrix,2026-01-28,0001575872-26-000048,https://www.sec.gov/Archives/edgar/data/1892274/000157587226000048/vedu-20250331.htm,20-F,0.85,Board Diversity Matrix;Board Diversity (as of;Total Number of Directors,"ramic Museum for 17 years. Recipient of the Queen’s Diamond Jubilee Medal in 2012 and the prestigious Platinum Jubilee of Elizabeth II in 2022. (II) Board Diversity As of the date of this annual report, the board diversity information is as follows: Board Diversity Matrix Details Country of Principal Executive Office Canada Foreign Private Issuer Yes Disclosure Prohibited by National Law No Total Number of Directors 9 Gender Identity - Female 1 Gender Identity - Male 8 Gender Identity - Non-Binary 0 Gender Identity - Not Disclosed 0 Ethnic Background - Individuals Underrepresented in the National Jurisdiction 4 Ethnic Background - LGBTQ+ 0 Ethnic Background - Not Disclosed 0 (III) Family Relationships There are no family relationships between directors and senior management. (IV) Arrangements The company is not aware of any arrangements between shareholders regarding the nomination or approval of directors or senior management. (V) Term of Office Each director serves until their successor is elected and qualifies, or until their death, resignation, or removal. The board of directors appoints the company's senior management, and each",15,14,0
923601,RIME,"Algorhythm Holdings, Inc.",,2022-05-25,2023-05-25,2023-11-24,https://www.sec.gov/Archives/edgar/data/923601/000149315223042672/formdef14a.htm,continued_same_matrix,2024-12-19,0001493152-24-050745,https://www.sec.gov/Archives/edgar/data/923601/000149315224050745/formdef14a.htm,DEF 14A,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"ur directors about their gender and demographic self-identification. Directors who did not answer or indicated that they preferred not to answer a question are shown under “did not disclose demographic background” or “did not disclose gender” below. Board Diversity Matrix (as of December 19, 2024) 15 Total Number of Directors 6 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors - 6 - - Part II: Demographic Background African American or Black - - - - Alaskan Native or Native American - - - - Asian - - - - Hispanic or Latinx - 1 - - Native Hawaiian or Pacific Islander - - - - White - 5 - - Two or More Races or Ethnicities - - - LGBTQ+ - - - - Did Not Disclose Demographic Background - - - - Stockholder Communications with our Board Stockholders and other parties interested in communicating directly with our Board, a committee thereof, or any individual director, may do so by sending a written communication to the attention of the intended recipient(s) to: Algorhythm Holdings, Inc., 6301 NW 5 th Way, Suite 2900, Fort Lauderdale, FL 33309, Attention: Corporate Secretary. The Corporate Secretary will forward",5,1,0
1848275,TOP,TOP Financial Group Ltd,,2022-06-01,2023-06-01,2022-08-16,0001213900-22-048570,not_continued_in_reviewed_filings,,,,,0.7,,,12,12,0
1894693,SVRE,SaverOne 2014 Ltd.,,2022-06-03,2023-06-03,2023-04-27,0001213900-23-033272,not_continued_in_reviewed_filings,,,,,0.7,,,50,40,0
1879848,PEVM,PHOENIX MOTOR INC.,,2022-06-08,2023-06-08,2023-11-17,https://www.sec.gov/Archives/edgar/data/1879848/000110465923119221/tm2329940-2_def14a.htm,continued_same_matrix,2025-02-28,0001493152-25-008761,https://www.sec.gov/Archives/edgar/data/1879848/000149315225008761/formpre14a.htm,PRE 14A,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,"ijing. Mr. Young is qualified to serve as a director due to his entrepreneur experience. Family Relationships There are no family relationships among our executive officers, directors and significant employees. 7 CORPORATE GOVERNANCE Board Diversity Board Diversity Matrix as of the Record Date Total Number of Directors 5 Female Male Non- Binary Did not Disclose Gender Directors 2 3 - - Demographic Information: - - - - African American or Black - - - - Alaskan or Native American - - - - Asian 2 3 - - Hispanic or Latinx - - - - Native Hawaiian or Pacific Islander - - - - White - - - - Two or More Races or Ethnicities - - - - LGBTQ+ - Persons with Disabilities - - - - We recognize the value of diversity at the Board level and believe that our Board currently comprises an appropriate mix of background, diversity and expertise. In particular, our directors, overall, have significant experience in a variety of industries and sectors, including, among others, the automotive industry and the financial industry. Although we have no formal separate written policy, our Nominating and Corporate Governance Committee is required under its charter",6,1,0
1468492,HSCS,HeartSciences Inc.,,2022-06-15,2023-06-15,,,continued_other_narrative,2026-03-06,0001213900-26-024792,https://www.sec.gov/Archives/edgar/data/1468492/000121390026024792/ea0280332-pre14a_heart.htm,PRE 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","eriences, which contribute to the Board of Directors’ broad spectrum of experience and expertise, and who have a reputation of integrity, provided such individuals should all have a high level of management and/or financial experience. While we have no formal diversity policy that applies to the consideration of director candidates, the Nominating and Corporate Governance Committee has determined that diversity should be an important consideration in the selection of candidates, and that the board should be comprised of members who reflect diversity not only in race and gender, but also in viewpoints, experiences, backgrounds, skills and other qualities and attributes. The board and the Nominating and Corporate Governance Committee recognize the value of gender, race, ethnicity and age diversity and are focused on expanding the board to continue to diversify its makeup. 8 Rather than being bound by one-size-fits-all policies regarding the composition of our Board of Directors, the Nominating and Corporate Governance Committee instead seeks to make individual, facts-specific determinations. We believe that our Company requires specialized experience and e",4,4,0
1816319,LYTHF,Lytus Technologies Holdings PTV. Ltd.,,2022-06-15,2023-06-15,,,continued_other_narrative,2025-08-14,0001213900-25-076810,https://www.sec.gov/Archives/edgar/data/1816319/000121390025076810/ea0246081-20f_lytustech.htm,20-F,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","ittee of the Board is responsible for the assessment of the performance of the Board, considering and making recommendations to the Board with respect to the nominations or elections of directors and other governance issues. The Nominating Committee considers diversity of opinion and experience when nominating directors. Audit Committee Our Audit Committee is responsible for, among other matters: ● appointing, compensating, retaining, evaluating, terminating, and overseeing our independent registered public accounting firm, ● discussing with our independent registered public accounting firm the independence of its members from its management, ● reviewing with our independent registered public accounting firm the scope and results of their audit, ● approving all audit and permissible non-audit services to be performed by our independent registered public accounting firm, ● overseeing the financial reporting process and discussing with management and our independent registered public accounting firm the interim and annual financial statements that we file with the SEC, ● reviewing and monitoring our accounting principles, accounting policies, financial an",10,10,0
1674440,YYAI,AIRWA INC.,,2022-06-16,2023-06-16,2024-05-02,https://www.sec.gov/Archives/edgar/data/1674440/000149315224017592/formdef14a.htm,not_continued_in_reviewed_filings,,,,,0.7,,,4,4,0
1826376,GSUN,Golden Sun Technology Group Ltd.,,2022-06-22,2023-06-22,2023-07-20,https://ir.jtyjyjt.com/images/boarddiversity.jpg,not_continued_in_reviewed_filings,,,,,0.7,,,14,14,0
1872302,NA,Nano Labs Ltd,,2022-07-12,2023-07-12,2023-10-09,https://web.archive.org/web/20240228034920/https://ir.nano.cn/corporate-governance/board-diversity-matrix,not_continued_in_reviewed_filings,,,,,0.7,,,47,40,0
1814963,ILAG,Intelligent Living Application Group Inc.,,2022-07-13,2023-07-13,2023-04-28,0001410578-23-000841,continued_same_matrix,2025-04-28,0001641172-25-006445,https://www.sec.gov/Archives/edgar/data/1814963/000164117225006445/form20-f.htm,20-F,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,". Our BOD currently consists of 7 directors. We established an audit committee, a compensation committee and a corporate governance and nominating committee. Each of the committees of the BOD has the composition and responsibilities described below. Board Diversity Matrix The following table sets forth Board level diversity statistics based on self-identification of members of our Board as of April 28, 2025. Board Diversity Matrix (As of April 28, 2025) Country of Principal Executive Offices: Hong Kong, China Foreign Private Issuer: Yes Disclosure Prohibited Under Home Country Law: No Total Number of Directors 7 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 2 5 — — Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction — — — — LGBTQ+ — — — — Did Not Disclose Demographic Background — — — — Audit Committee Ms. Carina Chui, Ms. Monique Ho and Mr. Kenneth Liu are members of our Audit Committee, where Ms. Carina Chui serves as the chairlady. All members of our Audit Committee satisfy the independence standards promulgated by the SEC and by Nasdaq as such standards apply",19,7,0
1414767,NCPL,Netcapital Inc.,,2022-07-14,2023-07-14,2023-07-26,0001903596-23-000560,not_continued_in_reviewed_filings,,,,,0.7,,,4,4,0
1784970,NXTT,Next Technology Holding Inc.,,2022-07-19,2023-07-19,2023-07-14,0001477932-23-005290,continued_same_matrix,2025-03-27,0001013762-25-003282,https://www.sec.gov/Archives/edgar/data/1784970/000101376225003282/ea0233807-10k_nexttech.htm,10-K,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender,"ive and experience so as to facilitate robust debate and broad thinking on strategies and tactics pursued by us. The following table provides certain information regarding the diversity of our Board of Directors as of the date of this annual report. Board Diversity Matrix (As of the date of this annual report) Country of Principal Executive Offices: China Foreign Private Issuer No Disclosure Prohibited Under Home Country Law No Total Number of Directors 4 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 0 4 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction — LGBTQ+ — ITEM 11. EXECUTIVE COMPENSATION The following table sets forth certain information with respect to compensation for the years ended December 31, 2024 and 2023, earned by or paid to our chief executive officer and principal executive officer, our principal financial officer, and our other most highly compensated executive officers whose total compensation exceeded US$2,000 (the “named executive officers”). 39 Name and Principal Position Year Salary ($) Bonus ($) Stock Awards ($) Non-Equity Plan Co",8,1,0
1885827,VRAX,Virax Biolabs Group Ltd,,2022-07-21,2023-07-21,,,continued_other_narrative,2025-07-02,0000950170-25-093260,https://www.sec.gov/Archives/edgar/data/1885827/000095017025093260/vrax-20250331.htm,20-F,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","ction or re-election to the board, or for appointment to fill any vacancy on the board; 48 • reviewing annually with the board the current composition of the board with regards to characteristics such as independence, knowledge, skills, experience, expertise, diversity and availability of service to us; • developing and recommending to our board such policies and procedures with respect to nomination or appointment of members of our board and chairs and members of its committees or other corporate governance matters as may be required pursuant to any SEC or NASDAQ rules, or otherwise considered desirable and appropriate; • selecting and recommending to the board the names of directors to serve as members of the audit committee and the compensation committee, as well as of the nominating and corporate governance committee itself; and • evaluating the performance and effectiveness of the board as a whole. Code of Business Conduct and Ethics We have adopted a code of business conduct and ethics, which is applicable to all of our directors, executive officers and employees and is publicly available. Duties of Directors Under Cayman Islands law, our board of directors has the powers necessary for managing, and for directing and supervising, our business affairs. The functions",17,17,0
1748137,NEOV,NeoVolta Inc.,,2022-07-29,2023-07-29,2023-10-20,https://www.sec.gov/Archives/edgar/data/1748137/000168316823007315/neovolta_def14a.htm,continued_other_narrative,2025-10-28,0001683168-25-007811,https://www.sec.gov/Archives/edgar/data/1748137/000168316825007811/neovolta_def14a.htm,DEF 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","em, given their individual circumstances, to perform responsibly all director duties. Each director must represent the interests of all stockholders. When considering potential director candidates, our Board also considers the candidate’s character, judgment, diversity, skill set, specific business background and global or international experience in the context of our needs and those of the Board. Director Independence The rules of the Nasdaq Stock Market, or the Nasdaq Rules, require a majority of a listed company’s board of directors to be composed of independent directors. In addition, the Nasdaq Rules require that, subject to specified exceptions, each member of a listed company’s audit, compensation and nominating and governance committees be independent. Under the Nasdaq Rules, a director will only qualify as an independent director if, in the opinion of our Board of Directors, that person does not have a relationship that would interfere with the exercise of independent judgment in carrying out the responsibilities of a director. The Nasdaq Rules also require that audit committee members satisfy independence criteria set forth in Rule 10A-3 under the Securities Exchange Act of 1934, as amended, or the Exchange Act. In order to be co",3,3,0
1886362,MGAM,"Mobile Global Esports, Inc.",,2022-07-29,2023-07-29,,,not_continued_in_reviewed_filings,,,,,0.7,,,2,2,0
1913210,,Bruush Oral Care Inc.,,2022-08-03,2023-08-03,,,not_continued_in_reviewed_filings,,,,,0.7,,,4,4,0
1881472,MEGL,Magic Empire Global Ltd,,2022-08-05,2023-08-05,2025-04-14,https://www.sec.gov/Archives/edgar/data/1881472/000164117225004566/form20-f.htm,continued_same_matrix,2025-04-14,0001641172-25-004566,https://www.sec.gov/Archives/edgar/data/1881472/000164117225004566/form20-f.htm,20-F,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"chieved gender diversity by having one female independent director out of the total of three independent directors. Our Board is well balanced and diversified in alignment with the business development and strategy of our Group. Set out below is the board diversity matrix as of the date of this Annual Report: Board Diversity Matrix Country of Principal Executive Offices: Hong Kong Foreign Private Issuer Yes Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors 1 4 0 0 Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction 0 LGBTQ+ 0 Did Not Disclose Demographic Background 0 Committees of the Board of Directors We have established an audit committee, a compensation committee and a nominating and corporate governance committee under the board of directors. We have adopted a charter for each of the three committees. Each committee’s members and functions are described below. 54 Audit Committee Our audit committee consists of Mr. Yiu Sing Chan, Mr. Chi Wai Siu and Ms. Ka Lee Lam and is chaired by Mr. Y",9,4,0
1425355,SUIG,SUI Group Holdings Ltd.,,2022-08-09,2023-08-09,2023-09-28,https://www.sec.gov/Archives/edgar/data/1425355/000165495423012379/mcvt_def14a.htm,continued_same_matrix,2025-06-18,0001654954-25-007197,https://www.sec.gov/Archives/edgar/data/1425355/000165495425007197/mcvt_pre14a.htm,PRE 14A,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"-term performance at the expense of the Company’s long-term objectives. Nominating Process and Board Diversity In compliance with Nasdaq Rules 5605(f) and 5606, our Board of Directors has self-reported the diversity characteristics summarized in the Board Diversity Matrix table below. The Company does not have a member of its Board of Directors who currently qualifies as “diverse” under Nasdaq Rules. Under Nasdaq Rule 5605(f) (and paragraph (2)(D) thereunder, applicable to companies with “smaller” boards consisting of five or fewer directors, such as our Company), the Company must either have at least one director who is diverse (i.e., who identifies as a female, an underrepresented minority, or member of the LGBTQ+ community, as those terms are defined in the rule), or must disclose why it does not have at least one diverse director. In our case, the Company does not have at least one diverse director because, as a small board with somewhat specialized knowledge and geographically concentrated activities, the Company has been unable to identify directors that would be considered “diverse” under Nasdaq Rule 5605(f), and who would be",6,3,0
1014763,AIMD,"Ainos, Inc.",,2022-08-10,2023-08-10,2024-03-08,https://www.sec.gov/Archives/edgar/data/1014763/000165495424002897/aimd_10k.htm,not_continued_in_reviewed_filings,,,,,0.7,,,3,3,0
1905956,TGL,TREASURE GLOBAL INC,,2022-08-11,2023-08-11,2024-05-02,https://www.sec.gov/Archives/edgar/data/1905956/000121390024038913/ea0204060-02.htm,continued_other_narrative,2025-06-30,0001213900-25-059727,https://www.sec.gov/Archives/edgar/data/1905956/000121390025059727/ea0246120-pre14a_treasure.htm,PRE 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","s or other related industries and such other factors as the Nominating and Corporate Governance Committee determines are relevant in light of the needs of the Board. The Nominating and Corporate Governance Committee believes that its nominees should reflect a diversity of experience, gender, race, ethnicity and age. The Board does not have a specific policy regarding director diversity. The Nominating and Corporate Governance Committee also considers such other relevant factors as it deems appropriate, including the current composition of the Board, the balance of management and independent directors, and the evaluations of other prospective nominees, if any. In connection with this evaluation, it is expected that each member of the Nominating and Corporate Governance Committee will interview the prospective nominee before the prospective nominee is presented to the full Board for consideration. After completing this evaluation and interview process, the Nominating and Corporate Governance Committee will make a recommendation to the full Board as to the person(s) who should be nominated by the Board, and the Board determines the nominee(s) after considering the recommendation and report of the Nominating and",9,9,0
1893311,,LUXURBAN HOTELS INC.,,2022-08-12,2023-08-12,2023-04-18,0001829126-23-002795,not_continued_in_reviewed_filings,,,,,0.7,,,2,2,0
1901305,,"Forza X1, Inc.",,2022-08-12,2023-08-12,2023-08-28,0001731122-23-001609,no_post_vacatur_relevant_filing,,,,,0.65,,,0,0,0
1857816,GCT,GigaCloud Technology Inc,,2022-08-18,2023-08-18,2023-04-24,0001193125-23-112830,continued_same_matrix,2025-04-29,0001857816-25-000053,https://www.sec.gov/Archives/edgar/data/1857816/000185781625000053/gct-20250429.htm,DEF 14A,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"rs in the selection process. For more details, please see “—Director Nominations.” For a better understanding of the qualifications of each of our directors, we encourage you to read their biographies set forth in this proxy statement. The following board diversity matrix sets forth the information concerning the gender and demographic background of our board of directors, as self-identified by its members. PROXY STATEMENT 19 Country of Principal Executive Offices CA, USA Foreign Private Issuer No Disclosure Prohibited Under Home Country Law No Total Number of Directors 5 Part I: Gender Identity Female Male Non- Binary Did Not Disclose Gender Directors 1 4 — — Part II: Demographic Background Underrepresented Individual in Home Country Jurisdiction — 2 — — LGBTQ+ — — — — Did Not Disclose Demographic Background — — — — In this section, • “Diverse” means an individual who self-identifies in one or more of the following categories: Female, Underrepresented Minority, or LGBTQ+; • “Female” means an individual who self-identifies her gender as a woman, without regard to the individual’s designated sex at birth; • “Underrepresented Minority",6,2,0
